"","Title","Year","Rated","Released","Runtime","Genre","Director","Writer","Actors","Plot","Language","Country","Awards","Poster","Ratings.Source","Ratings.Value","Ratings.Source.1","Ratings.Value.1","Ratings.Source.2","Ratings.Value.2","Metascore","imdbRating","imdbVotes","imdbID","Type","DVD","BoxOffice","Production","Website","Response","totalSeasons"
"1787","Addicted","2014","R","10 Oct 2014","106 min","Drama, Thriller","Bille Woodruff","Christina Welsh (screenplay by), Ernie Barbarash (screenplay by), Zane (based on the novel by)","Boris Kodjoe, Brandon Gonzales, Cameron Mills, Daniel O'Callaghan","A gallerist risks her family and flourishing career when she enters into an affair with a talented painter and slowly loses control of her life.","Spanish, English","USA","N/A","https://m.media-amazon.com/images/M/MV5BNjMzMTUyNzU3Nl5BMl5BanBnXkFtZTgwNjM5MjAwMjE@._V1_SX300.jpg","Internet Movie Database","5.2/10","Rotten Tomatoes","8%","Metacritic","32/100","32","5.2","7,260","tt2205401","movie","10 Feb 2015","$17,382,982","Lionsgate","http://www.facebook.com/Addicted","True",NA
"1788","The Pact II","2014","NOT RATED","05 Sep 2014","96 min","Horror, Mystery, Thriller","Dallas Richard Hallam, Patrick Horvath","Dallas Richard Hallam, Patrick Horvath","Caity Lotz, Camilla Luddington, Scott Michael Foster, Patrick Fischler","A woman who is plagued by nightmares involving a serial killer learns her dreams have a horrifying connection to the real world.","English","USA","N/A","https://m.media-amazon.com/images/M/MV5BNzE4NTc1OTU5MF5BMl5BanBnXkFtZTgwODUwODU3MjE@._V1_SX300.jpg","Internet Movie Database","4.4/10","Rotten Tomatoes","22%","Metacritic","37/100","37","4.4","2,943","tt2924442","movie","06 Jul 2015","N/A","IFC","http://www.ifcfilms.com/films/the-pact-2","True",NA
"1789","The Judge","2014","R","10 Oct 2014","141 min","Crime, Drama","David Dobkin","Nick Schenk (screenplay), Bill Dubuque (screenplay), David Dobkin (story), Nick Schenk (story)","Robert Downey Jr., Robert Duvall, Vera Farmiga, Billy Bob Thornton","Big-city lawyer Hank Palmer returns to his childhood home where his father, the town's judge, is suspected of murder. Hank sets out to discover the truth and, along the way, reconnects with his estranged family.","English","USA","Nominated for 1 Oscar. Another 3 wins & 8 nominations.","https://m.media-amazon.com/images/M/MV5BMTcyNzIxOTIwMV5BMl5BanBnXkFtZTgwMzE0NjQwMjE@._V1_SX300.jpg","Internet Movie Database","7.4/10","Rotten Tomatoes","48%","Metacritic","48/100","48","7.4","157,931","tt1872194","movie","27 Jan 2015","$35,631,470","Warner Bros. Pictures","http://thejudgemovie.com","True",NA
"1790","The Houses October Built","2014","NOT RATED","10 Oct 2014","91 min","Horror, Thriller","Bobby Roe","Zack Andrews, Bobby Roe, Jason Zada, Zack Andrews (story by), Jeff Larson (story by), Bobby Roe (story by)","Brandy Schaefer, Zack Andrews, Bobby Roe, Mikey Roe","Five friends are stalked by a group of mysterious and disturbed individuals while on a road trip looking for the ultimate haunted house attraction.","English","USA","4 wins.","https://m.media-amazon.com/images/M/MV5BNTc1NTg5NTk1Ml5BMl5BanBnXkFtZTgwNjM3NzY3MjE@._V1_SX300.jpg","Internet Movie Database","5.2/10","Rotten Tomatoes","50%",NA,NA,"N/A","5.2","6,768","tt1958043","movie","06 Jan 2015","N/A","RLJ/Image Entertainment","http://www.thehousesoctoberbuilt.com/","True",NA
"1791","The Disappearance of Eleanor Rigby: Him","2013","R","10 Oct 2014","89 min","Drama, Romance","Ned Benson","Ned Benson (screenplay), Ned Benson","James McAvoy, Jessica Chastain, Nina Arianda, Viola Davis","Told from the male perspective, the story of a couple trying to reclaim the life and love they once knew and pick up the pieces of a past that may be too far gone.","English","USA","1 win & 3 nominations.","https://m.media-amazon.com/images/M/MV5BMDczYjBjNDctZjIzNy00OTIxLThlYzUtYWZkYmM4MzkwOWQ4XkEyXkFqcGdeQXVyMjQ1NjEyNzE@._V1_SX300.jpg","Internet Movie Database","6.9/10","Metacritic","63/100",NA,NA,"63","6.9","8,195","tt1531924","movie","N/A","N/A","N/A","N/A","True",NA
"1792","The Canal","2014","NOT RATED","10 Oct 2014","92 min","Horror, Mystery, Thriller","Ivan Kavanagh","Ivan Kavanagh","Rupert Evans, Antonia Campbell-Hughes, Hannah Hoekstra, Kelly Byrne","A depressed and stressed film archivist finds his sanity crumbling after he is given an old 16mm film reel with footage from a horrific murder that occurred in the early 1900's.","English","Ireland, UK","3 wins & 10 nominations.","https://m.media-amazon.com/images/M/MV5BMTg2MTQ0MDIxNV5BMl5BanBnXkFtZTgwODM5NTg2NTE@._V1_SX300.jpg","Internet Movie Database","5.9/10","Rotten Tomatoes","75%","Metacritic","55/100","55","5.9","11,468","tt2517658","movie","12 Jan 2015","N/A","The Orchard","http://www.thecanalthemovie.com","True",NA
"1793","#Stuck","2014","N/A","10 Oct 2014","83 min","Comedy, Drama, Romance","Stuart Acher","Stuart Acher","Madeline Zima, Joel David Moore, Abraham Benrubi, Logan Agayan","A hot one-night stand turns into an awkward morning after when GUY and HOLLY get STUCK in a dead-stopped traffic jam. As they begrudgingly get to know each other, we learn of their sexually...","English","USA","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2NTQ0MDE4MV5BMl5BanBnXkFtZTgwNjQwNDM1MDE@._V1_SX300.jpg","Internet Movie Database","5.6/10","Rotten Tomatoes","56%","Metacritic","43/100","43","5.6","854","tt2075318","movie","N/A","N/A","Stuck Productions LLC","http://www.stuckthefilm.com/","True",NA
"1794","Alexander and the Terrible, Horrible, No Good, Very Bad Day","2014","PG","10 Oct 2014","81 min","Comedy, Family","Miguel Arteta","Rob Lieber (screenplay), Rob Lieber (screen story), Judith Viorst (book)","Steve Carell, Jennifer Garner, Ed Oxenbould, Dylan Minnette","Alexander's day begins with gum stuck in his hair, followed by more calamities. However, he finds little sympathy from his family and begins to wonder if bad things only happen to him, his mom, dad, brother and sister - who all find themselves living through their own terrible, horrible, no good, very bad day.","English","USA","1 win & 8 nominations.","https://m.media-amazon.com/images/M/MV5BOTgxMDMxMTY5OV5BMl5BanBnXkFtZTgwMjY1NzYzMjE@._V1_SX300.jpg","Internet Movie Database","6.2/10","Rotten Tomatoes","61%","Metacritic","54/100","54","6.2","35,670","tt1698641","movie","10 Feb 2015","$56,752,482","Walt Disney Pictures","http://movies.disney.com/alexander-and-the-terrible-horrible-no-good-very-bad-da","True",NA
"1795","Dracula Untold","2014","PG-13","10 Oct 2014","92 min","Action, Drama, Fantasy","Gary Shore","Matt Sazama (screenplay), Burk Sharpless (screenplay), Bram Stoker (characters)","Luke Evans, Sarah Gadon, Dominic Cooper, Art Parkinson","As his kingdom is being threatened by the Turks, young prince Vlad Tepes must become a monster feared by his own people in order to obtain the power needed to protect his own family, and the families of his kingdom.","English, Turkish","USA, Japan","3 wins & 5 nominations.","https://m.media-amazon.com/images/M/MV5BMTkzNzI1OTI4N15BMl5BanBnXkFtZTgwNTQ2NzEwMjE@._V1_SX300.jpg","Internet Movie Database","6.3/10","Rotten Tomatoes","24%","Metacritic","40/100","40","6.3","159,777","tt0829150","movie","03 Feb 2015","N/A","Universal Pictures","http://www.draculauntold.com/","True",NA
"1796","St. Vincent","2014","PG-13","24 Oct 2014","102 min","Comedy, Drama","Theodore Melfi","Theodore Melfi (screenplay)","Bill Murray, Melissa McCarthy, Naomi Watts, Chris O'Dowd","A young boy whose parents have just divorced finds an unlikely friend and mentor in the misanthropic, bawdy, hedonistic war veteran who lives next door.","English, Spanish","USA","Nominated for 2 Golden Globes. Another 6 wins & 21 nominations.","https://m.media-amazon.com/images/M/MV5BMTk5NzI5OTA4MF5BMl5BanBnXkFtZTgwNjc4NTM3MjE@._V1_SX300.jpg","Internet Movie Database","7.3/10","Rotten Tomatoes","77%","Metacritic","64/100","64","7.3","87,193","tt2170593","movie","17 Feb 2015","$33,454,313","The Weinstein Company","http://stvincentfilm.com/","True",NA
"1797","Awake: The Life of Yogananda","2014","PG","10 Oct 2014","87 min","Documentary","Paola di Florio, Lisa Leeman","N/A","George Harrison, Anupam Kher, Reed Rudy, Russell Simmons","Unique biopic about Yogananda, telling the story of his life and influence on yoga, religion and science, combining re-enactment, interviews, and verité.","English","USA","N/A","https://m.media-amazon.com/images/M/MV5BNDQ1NTI0MDUxMl5BMl5BanBnXkFtZTgwOTU4NjI3MjE@._V1_SX300.jpg","Internet Movie Database","7.2/10","Rotten Tomatoes","67%","Metacritic","54/100","54","7.2","886","tt3741860","movie","06 Oct 2015","N/A","PMK BNC Film","http://www.awaketheyoganandamovie.com/","True",NA
"1798","Haider","2014","NOT RATED","02 Oct 2014","160 min","Action, Crime, Drama","Vishal Bhardwaj","William Shakespeare (based on the play ""Hamlet"" by), Basharat Peer (screenplay), Vishal Bhardwaj (screenplay), Vishal Bhardwaj (dialogue)","Tabu, Shahid Kapoor, Shraddha Kapoor, Kay Kay Menon","A young man returns to Kashmir after his father's disappearance to confront his uncle - the man he suspects of playing a role in his father's fate.","Hindi","India","14 wins & 32 nominations.","https://m.media-amazon.com/images/M/MV5BMjA1NTEwMDMxMF5BMl5BanBnXkFtZTgwODkzMzI0MjE@._V1_SX300.jpg","Internet Movie Database","8.2/10","Rotten Tomatoes","91%",NA,NA,"N/A","8.2","43,707","tt3390572","movie","N/A","N/A","UTV Communications","N/A","True",NA
"1799","The Rise and Rise of Bitcoin","2014","TV-14","10 Oct 2014","96 min","Documentary, History, News","Nicholas Mross","Patrick Lope, Daniel Mross, Nicholas Mross","Gavin Andresen, Brian Armstrong, Margaux Avedisian, Vitalik Buterin","A computer programmer becomes fascinated with the digital currency Bitcoin, and through his involvement in the Bitcoin community, we learn about the impending global impact of this amazing new technology.","English","USA, Panama, Japan, Canada","1 nomination.","https://m.media-amazon.com/images/M/MV5BMjE1NTc4OTAzMl5BMl5BanBnXkFtZTcwMjU0ODA0OQ@@._V1_SX300.jpg","Internet Movie Database","7.3/10","Rotten Tomatoes","67%",NA,NA,"N/A","7.3","1,229","tt2821314","movie","03 Aug 2015","N/A","Gravitas Ventures","http://www.bitcoindoc.com","True",NA
"1800","Left Behind","2014","PG-13","03 Oct 2014","110 min","Action, Drama, Fantasy, Mystery, Thriller","Vic Armstrong","Jerry B. Jenkins (based on novel), Tim LaHaye (based on novel), Paul Lalonde, John Patus","Nicolas Cage, Chad Michael Murray, Cassi Thomson, Nicky Whelan","A small group of survivors are left behind after millions of people suddenly vanish and the world is plunged into chaos and destruction.","English","USA, Canada","4 nominations.","https://m.media-amazon.com/images/M/MV5BMjI4MjA2OTQxMF5BMl5BanBnXkFtZTgwMjcyMTI2MjE@._V1_SX300.jpg","Internet Movie Database","3.1/10","Rotten Tomatoes","1%","Metacritic","12/100","12","3.1","31,395","tt2467046","movie","06 Jan 2015","$10,649,893","Freestyle Releasing","http://www.leftbehindmovie.com/","True",NA
"1801","Bang Bang","2014","N/A","02 Oct 2014","153 min","Action, Adventure, Comedy","Siddharth Anand","Sujoy Ghosh (screenplay), Suresh Nair (screenplay), Patrick O'Neill (original story), Abbas Tyrewala (dialogue)","Hrithik Roshan, Katrina Kaif, Pavan Malhotra, Danny Denzongpa","A young bank receptionist gets mixed up with Rajveer Nanda, a man who has a mysterious background.","Hindi, Telugu, Tamil","India","1 win & 6 nominations.","https://m.media-amazon.com/images/M/MV5BNjA3ZDkyMjgtMjYyNy00MDBkLTg5YmMtMGJmZDI4Mzg1YzhjXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg","Internet Movie Database","5.5/10","Rotten Tomatoes","22%",NA,NA,"N/A","5.5","18,920","tt2905838","movie","26 Aug 2003","$2,681,879","Fox International","http://www.facebook.com/foxstarhindi","True",NA
"1802","Drive Hard","2014","NOT RATED","03 Oct 2014","92 min","Action, Comedy, Crime","Brian Trenchard-Smith","Chad Law, Evan Law, Brigitte Jean Allen (screenplay by), Brian Trenchard-Smith (screenplay by)","John Cusack, Thomas Jane, Zoe Ventoura, Christopher Morris","A former race car driver is abducted by a mysterious thief and forced to be the wheel-man for a crime that puts them both in the sights of the cops and the mob.","English","Canada","N/A","https://m.media-amazon.com/images/M/MV5BMTczMjc0ODQwNV5BMl5BanBnXkFtZTgwNzAzODU0MjE@._V1_SX300.jpg","Internet Movie Database","4.3/10","Rotten Tomatoes","8%","Metacritic","29/100","29","4.3","3,733","tt2968804","movie","11 Nov 2014","N/A","RLJ/Image Entertainment","N/A","True",NA
"1803","Copenhagen","2014","NOT RATED","03 Oct 2014","98 min","Adventure, Drama, Romance","Mark Raso","Mark Raso","Gethin Anthony, Frederikke Dahl Hansen, Sebastian Armesto, Olivia Grant","When the girl of your dreams is half your age, it's time to grow up.","English, Danish","Canada, USA, Denmark","6 wins & 2 nominations.","https://m.media-amazon.com/images/M/MV5BMTY5NDQwODE1Ml5BMl5BanBnXkFtZTgwMjg0MjYyMjE@._V1_SX300.jpg","Internet Movie Database","7.2/10","Rotten Tomatoes","93%","Metacritic","71/100","71","7.2","11,018","tt2459156","movie","N/A","N/A","Level 33 Entertainment/Millenium Media S","https://www.facebook.com/copenhagenthemovie","True",NA
"1804","Annabelle","2014","R","03 Oct 2014","99 min","Horror, Mystery, Thriller","John R. Leonetti","Gary Dauberman","Annabelle Wallis, Ward Horton, Tony Amendola, Alfre Woodard","A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.","English","USA","3 wins & 7 nominations.","https://m.media-amazon.com/images/M/MV5BOTQwZmQyYzEtODk5ZC00OTY3LWExMjAtYzRjNWFhNGM3MzBlXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg","Internet Movie Database","5.4/10","Rotten Tomatoes","29%","Metacritic","37/100","37","5.4","113,016","tt3322940","movie","20 Jan 2015","N/A","New Line Cinema","http://www.annabellemovie.com","True",NA
"1805","Men, Women & Children","2014","R","17 Oct 2014","119 min","Comedy, Drama","Jason Reitman","Jason Reitman (screenplay), Erin Cressida Wilson (screenplay), Chad Kultgen (novel)","Adam Sandler, Jennifer Garner, Rosemarie DeWitt, Judy Greer","A group of high school teenagers and their parents attempt to navigate the many ways the Internet has changed their relationships, their communications, their self-images, and their love lives.","English","USA","N/A","https://m.media-amazon.com/images/M/MV5BMTAwMzc2OTgwOTZeQTJeQWpwZ15BbWU4MDg2ODA4NjIx._V1_SX300.jpg","Internet Movie Database","6.7/10","Rotten Tomatoes","32%","Metacritic","38/100","38","6.7","27,209","tt3179568","movie","13 Jan 2015","$536,272","Paramount Pictures","http://www.menwomenchildrenmovie.com/","True",NA
"1806","Gone Girl","2014","R","03 Oct 2014","149 min","Crime, Drama, Mystery","David Fincher","Gillian Flynn (screenplay), Gillian Flynn (novel)","Ben Affleck, Rosamund Pike, Neil Patrick Harris, Tyler Perry","With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.","English","USA","Nominated for 1 Oscar. Another 65 wins & 177 nominations.","https://m.media-amazon.com/images/M/MV5BYjgwY2E1N2QtNDJkMi00YzE4LThiYTItYWI5YmE4NWMzMGFhXkEyXkFqcGdeQXVyMjU3OTA4NzQ@._V1_SX300.jpg","Internet Movie Database","8.1/10","Rotten Tomatoes","87%","Metacritic","79/100","79","8.1","721,543","tt2267998","movie","13 Jan 2015","N/A","20th Century Fox","http://www.findamazingamy.com/","True",NA
"1807","Delusions of Guinevere","2014","N/A","14 Nov 2014","94 min","Comedy","Joanna Bowzer","Niccolo Aeed, Ariana Bernstein, Joanna Bowzer, Marina Tempelsman","Ariana Bernstein, Andrew Ruth, Sandra Elizabeth Rodriguez, Amy Halldin","A former child star, desperate to reclaim the fame of her youth, employs the ultimate publicity stunt by faking her death in hopes of boosting her popularity, but finds her greed may cost her the people who love her the most.","English","USA","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMTgyNjAwNzQ2MV5BMl5BanBnXkFtZTcwNTY3NTQ5OQ@@._V1_SX300.jpg","Internet Movie Database","7.1/10",NA,NA,NA,NA,"N/A","7.1","34","tt2181646","movie","N/A","N/A","Indie Rights","http://delusionsofguinevere.com","True",NA
"1808","The Historian","2014","NOT RATED","07 Nov 2014","124 min","Drama","Miles Doleac","Miles Doleac","William Sadler, Colin Cunningham, John Cullum, Glynnis O'Connor","A troubled, young history professor tries to escape his past by taking a job at a new university, where he struggles with an entrenched and equally-troubled department chair, rampant ...","English","USA","3 wins.","https://m.media-amazon.com/images/M/MV5BMTUwNTI3ODI1OV5BMl5BanBnXkFtZTgwNzg3Mzc1MzE@._V1_SX300.jpg","Internet Movie Database","4.4/10",NA,NA,NA,NA,"N/A","4.4","216","tt2714410","movie","N/A","N/A","Historia Films","N/A","True",NA
"1809","Antarctica: A Year on Ice","2013","PG","28 Nov 2014","91 min","Documentary, Adventure, Biography","Anthony Powell","Simon Price (story editor)","Genevieve Bachman, William Brotman, Michael Christiansen, Tom Hamann","A visually stunning chronicle of what it is like to live in Antarctica for a full year, including winters isolated from the rest of the world, and enduring months of darkness in the coldest place on Earth.","English","New Zealand","17 wins & 3 nominations.","https://m.media-amazon.com/images/M/MV5BMjI5MzI0Nzk3OV5BMl5BanBnXkFtZTgwNTAyODExMzE@._V1_SX300.jpg","Internet Movie Database","7.6/10","Rotten Tomatoes","87%","Metacritic","69/100","69","7.6","2,900","tt2361700","movie","14 Apr 2015","$287,761","Music Box Films","http://www.frozensouth.com/","True",NA
"1810","Penguins of Madagascar","2014","PG","26 Nov 2014","92 min","Animation, Adventure, Comedy","Eric Darnell, Simon J. Smith","Michael Colton (screenplay by), John Aboud (screenplay by), Brandon Sawyer (screenplay by), Alan Schoolcraft (story by), Brent Simons (story by), Michael Colton (story by), John Aboud (story by)","Tom McGrath, Chris Miller, Christopher Knights, Conrad Vernon","Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it.","English, Italian, Mandarin","USA","1 win & 7 nominations.","https://m.media-amazon.com/images/M/MV5BMTEyMDg4MDU4MjdeQTJeQWpwZ15BbWU4MDQyOTc3MjIx._V1_SX300.jpg","Internet Movie Database","6.7/10","Rotten Tomatoes","72%","Metacritic","53/100","53","6.7","69,968","tt1911658","movie","17 Mar 2015","$70,727,688","DreamWorks Animation","http://www.dreamworks.com/penguins/","True",NA
